frequency	language	identifier	gloss	lexeme
11	None	QDQD/	scalp	קָדְקֹד
11	None	QDC=/	temple prostitute	קָדֵשׁ
11	None	QRXH/	baldness	קָרְחָה
11	None	QWY/	thorn-bush	קֹוץ
11	None	QR>[	call	קרא
11	None	R<W>L/	Reuel	רְעוּאֵל
11	None	RYJN/	Rezin	רְצִין
11	None	RBLH/	Riblah	רִבְלָה
11	None	RWX/	wind	רוּחַ
11	None	R<M[	thunder	רעם
11	None	RQ<[	stamp	רקע
11	None	CQY/	something detestable	שֶׁקֶץ
11	None	CBTWN/	sabbatical feast	שַׁבָּתֹון
11	None	CW<H/	cry	שַׁוְעָה
11	None	CHM/	carnelian	שֹׁהַם
11	None	CWL/	skirt	שׁוּל
11	None	CQD[	be wakeful	שׁקד
11	None	TLT/	three	תְּלָת
11	None	TJMN=/	Teman	תֵּימָן
11	None	TRX/	Terah	תֶּרַח
10	None	>LJ>L/	Eliel	אֱלִיאֵל
10	None	>PLH/	darkness	אֲפֵלָה
10	None	>GRT/	letter	אִגֶּרֶת
10	None	>MR===/	Immer	אִמֵּר
10	None	>ZWB/	hyssop	אֵזֹוב
10	None	>JPH	where	אֵיפֹה
10	None	>LWN/	big tree	אֵלֹון
10	None	>JLWN==/	Aijalon	אַיָּלֹון
10	None	>RJH/	lion	אַרְיֵה
10	None	>TWN/	furnace	אַתּוּן
10	None	>DM[	be ruddy	אדם
10	None	>WY[	urge	אוץ
10	None	BKRH/	right of first-born	בְּכֹרָה
10	None	B<WR/	Beor	בְּעֹור
10	None	BTWLJM/	virginity	בְּתוּלִים
10	None	BZH/	spoil	בִּזָּה
10	None	BLHH=/	<mother of Dan Naphtali>	בִּלְהָה
10	None	BDQ/	breach	בֶּדֶק
10	None	BLHH/	terror	בַּלָּהָה
10	None	GBWLH/	boundary	גְּבוּלָה
10	None	GRR/	Gerar	גְּרָר
10	None	GTJ/	Gittite	גִּתִּי
10	None	GLL/	matter	גָּלָל
10	None	GB=/	pit	גֹּב
10	None	GDR[	heap stones	גדר
10	None	GWR==[	be afraid	גור
10	None	G<L[	abhor	געל
10	None	DBWRH=/	Deborah	דְּבֹורָה
10	None	DRJWC/	Darius	דָּרְיָוֶשׁ
10	None	DTN=/	Dathan	דָּתָן
10	None	WCTJ/	Vashti	וַשְׁתִּי
10	None	ZR=/	border	זֵר
10	None	ZKWR==/	Zaccur	זַכּוּר
10	None	ZJD[	be presumptuous	זיד
10	None	XLY/	loins	חֶלֶץ
10	None	XM>H/	butter	חֶמְאָה
10	None	XJH==/	life	חַיָּה
10	None	XRB==/	dry	חָרֵב
10	None	XRN/	<town>	חָרָן
10	None	XDC[	be new	חדשׁ
10	None	VB<[	sink	טבע
10	None	JHWJKJN/	Jehoiachin	יְהֹויָכִין
10	None	JHWDJ/	Jew	יְהוּדָי
10	None	JRXM/	Jeroham	יְרֹחָם
10	None	JTRWN/	profit	יִתְרֹון
10	None	JBC/	dry	יָבֵשׁ
10	None	KRTJ/	Cherethite	כְּרֵתִי
10	None	KL>/	prison	כֶּלֶא
10	None	MR>CWT/	head-place	מְרַאֲשֹׁות
10	None	MDJN/	contention	מִדְיָן
10	None	MLW>/	mound	מִלֹּוא
10	None	MMKR/	what is sold	מִמְכָּר
10	None	MSTR/	hiding-place	מִסְתָּר
10	None	MQRH/	accident	מִקְרֶה
10	None	MN=	who	מַן
10	None	M<RKT/	row	מַעֲרֶכֶת
10	None	MYB/	standing place	מַצָּב
10	None	MR<JT/	pasturage	מַרְעִית
10	None	MQQ[	putrefy	מקק
10	None	MCC[	grope	משׁשׁ
10	None	NXWCH/	bronze	נְחוּשָׁה
10	None	NCQ/	equipment	נֵשֶׁק
10	None	NXCWN/	Nahshon	נַחְשֹׁון
10	None	NGR[	run	נגר
10	None	NHL[	lead	נהל
10	None	NZR[	dedicate	נזר
10	None	SNBLV/	Sanballat	סַנְבַלַּט
10	None	<TLJHW/	Athaliah	עֲתַלְיָהוּ
10	None	<LJ/	highest	עִלָּי
10	None	<JRM/	naked	עֵירֹם
10	None	<R=/	Er	עֵר
10	None	<RF/	couch	עֶרֶשׂ
10	None	<MJHWD/	Ammihud	עַמִּיהוּד
10	None	<P<PJM/	beaming eyes	עַפְעַפִּים
10	None	<WBD/	Obed	עֹובֵד
10	None	<MD=/	place	עֹמֶד
10	None	<RB===/	raven	עֹרֵב
10	None	<ZZ[	be strong	עזז
10	None	<NG[	be dainty	ענג
10	None	PXH/	governor	פֶּחָה
10	None	PLG/	division	פֶּלֶג
10	None	PR>/	zebra	פֶּרֶא
10	None	PXT/	pit	פַּחַת
10	None	PZR[	scatter	פזר
10	None	PLX[	serve	פלח
10	None	PRQ[	tear away	פרק
10	None	YN=/	Zin	צִן
10	None	YR<H=/	Zorah	צָרְעָה
10	None	Y<R/	Zoar	צֹעַר
10	None	YBH[	desire	צבה
10	None	YM>[	be thirsty	צמא
10	None	QNJN/	property	קִנְיָן
10	None	QRS/	hook	קֶרֶס
10	None	QDMNJ/	eastern	קַדְמֹנִי
10	None	QDC_BRN</	Kadesh Barnea	קָדֵשׁ בַּרְנֵעַ
10	None	QMH/	standing grain	קָמָה
10	None	RBW>/	ten thousand	רִבֹּוא
10	None	RBH/	Rabbah	רַבָּה
10	None	CPVJH/	Shephatiah	שְׁפַטְיָה
10	None	CRRWT/	stubbornness	שְׁרִרוּת
10	None	C>NN/	at ease	שַׁאֲנָן
10	None	CLJV/	mighty	שַׁלִּיט
10	None	CMN=/	fat	שָׁמֵן
10	None	CSH[	spoil	שׁסה
10	None	CTL[	transplant	שׁתל
10	None	FB<=/	sated	שָׂבֵעַ
10	None	TMWNH/	form	תְּמוּנָה
10	None	THPKWT/	perversity	תַּהְפֻּכֹות
10	None	TBWR/	Tabor	תָּבֹור
9	None	>LJHW>/	Elihu	אֱלִיהוּא
9	None	>GM/	reedy pool	אֲגַם
9	None	>XCDRPN/	satrap	אֲחַשְׁדַּרְפַּן
9	None	>MYJH/	Amaziah	אֲמַצְיָה
9	None	>RWNH/	Araunah	אֲרַוְנָה
9	None	>RBH=/	hole	אֲרֻבָּה
9	None	>TJ/	Ittai	אִתַּי
9	None	>HWD/	Ehud	אֵהוּד
9	None	>L===	these	אֵל
9	None	>CKWL/	grape	אֶשְׁכֹּול
9	None	>B/	father	אַב
9	None	>BNV/	scarf	אַבְנֵט
9	None	>LWN=/	big tree	אַלֹּון
9	None	>LWP=/	familiar	אַלּוּף
9	None	>RPKCD/	Arpachshad	אַרְפַּכְשָׁד
9	None	>DM=/	red	אָדֹם
9	None	>MNM	really	אָמְנָם
9	None	>PL=/	darkness	אֹפֶל
9	None	>LM[	bind	אלם
9	None	>CR=[	be happy	אשׁר
9	None	BMW	in	בְּמֹו
9	None	BYL>L/	Bezalel	בְּצַלְאֵל
9	None	BTW>L/	<father of Laban>	בְּתוּאֵל
9	None	BJT_C>N/	Beth Shan	בֵּית שְׁאָן
9	None	BN_HNM/	the Valley of Ben Hinnom	בֶּן הִנֹּם
9	None	B<NH/	Baanah	בַּעֲנָה
9	None	BQQ[	lay waste	בקק
9	None	GBRT/	lady	גְּבֶרֶת
9	None	GCWR/	Geshur	גְּשׁוּר
9	None	G>H/	haughty	גֵּאֶה
9	None	GR>/	Gera	גֵּרָא
9	None	GXL/	charcoals	גֶּחָל
9	None	GLGL/	wheel	גַּלְגַּל
9	None	G<L=/	Gaal	גַּעַל
9	None	GLH[	reveal	גלה
9	None	G<C[	shake	געשׁ
9	None	DBH/	evil report	דִּבָּה
9	None	DLQ[	set ablaze	דלק
9	None	D<K[	be extinguished	דעך
9	None	DQQ[	crush	דקק
9	None	HMW	they	הִמֹּו
9	None	ZNWT/	fornication	זְנוּת
9	None	ZJP/	Ziph	זִיף
9	None	ZRM/	rain	זֶרֶם
9	None	XMDWT/	desirables	חֲמֻדֹות
9	None	XSP/	clay	חֲסַף
9	None	XRDH/	trembling	חֲרָדָה
9	None	XZJWN/	vision	חִזָּיֹון
9	None	XJL==/	rampart	חֵיל
9	None	XRC=/	deaf	חֵרֵשׁ
9	None	XRM=/	net	חֵרֶם
9	None	XBRWN/	Hebron	חֶבְרֹון
9	None	XGJ=/	Haggai	חַגַּי
9	None	XPY=/	delighting	חָפֵץ
9	None	XRMH/	Hormah	חָרְמָה
9	None	XVB[	gather wood	חטב
9	None	XLQ=[	be smooth	חלק
9	None	XPZ[	hurry	חפז
9	None	XFP[	strip	חשׂף
9	None	VRJPH/	prey	טְרֵיפָה
9	None	JHWXNN/	Jehohanan	יְהֹוחָנָן
9	None	J<WC/	Jeush	יְעוּשׁ
9	None	JYHR=/	Izhar	יִצְהָר
9	None	JTRW/	Jethro	יִתְרֹו
9	None	JYR/	form	יֵצֶר
9	None	JLQ/	locust	יֶלֶק
9	None	JTR==/	Jether	יֶתֶר
9	None	J<H/	shovel	יָעֶה
9	None	JCN/	sleeping	יָשֵׁן
9	None	JWTR/	rest	יֹותֵר
9	None	JZB[	save	יזב
9	None	J<P[	be weary	יעף
9	None	KBR/	long time	כְּבָר
9	None	KPWR=/	bowl	כְּפֹור
9	None	KR<JM/	shank	כְּרָעַיִם
9	None	KJDWN/	dart	כִּידֹון
9	None	KTM/	gold	כֶּתֶם
9	None	KFDJ/	Chaldaean	כַּשְׂדָּי
9	None	KWR/	furnace	כּוּר
9	None	KHH[	grow dim	כהה
9	None	LQX/	teaching	לֶקַח
9	None	MNT/	portion	מְנָת
9	None	MKMF/	Micmash	מִכְמָשׂ
9	None	MKTB/	writing	מִכְתָּב
9	None	MQCH/	hammered work	מִקְשָׁה
9	None	MCBYWT/	settings	מִשְׁבְּצֹות
9	None	MJTR/	string	מֵיתָר
9	None	MCK=/	Meshech	מֶשֶׁךְ
9	None	MMLKWT/	kingdom	מַמְלָכוּת
9	None	M<RB=/	exchange	מַעֲרָב
9	None	MQDH/	Makkedah	מַקֵּדָה
9	None	MHH[	tarry	מָהַהּ
9	None	MWRCH/	possession	מֹורָשָׁה
9	None	NXC/	copper	נְחָשׁ
9	None	N>WH/	lovely	נָאוֶה
9	None	NXC==/	Nahash	נָחָשׁ
9	None	NQD=/	speckled	נָקֹד
9	None	NDP[	scatter	נדף
9	None	NTX[	cut	נתח
9	None	S>H/	seah	סְאָה
9	None	SBL[	bear	סבל
9	None	SWK[	anoint	סוך
9	None	<ZRH=/	barrier	עֲזָרָה
9	None	<RB==/	woof	עֵרֶב
9	None	<L=/	height	עַל
9	None	<LMH/	young woman	עַלְמָה
9	None	<ML=/	labouring	עָמֵל
9	None	<RB=/	swarm	עָרֹב
9	None	<BDJHW/	Obadiah	עֹבַדְיָהוּ
9	None	<WLL=/	child	עֹולָל
9	None	<WPRT/	lead	עֹופֶרֶת
9	None	<Z>/	Uzza	עֻזָּא
9	None	<DH[	go	עדה
9	None	<DP[	remain	עדף
9	None	<MS[	load	עמס
9	None	<MQ[	be deep	עמק
9	None	<FR[	take tenth	עשׂר
9	None	<TQ[	advance	עתק
9	None	PZ/	topaz	פַּז
9	None	PWQ[	totter	פוק
9	None	PVR[	escape	פטר
9	None	PTX=[	engrave	פתח
9	None	PTR[	interpret	פתר
9	None	YJDH/	provision	צֵידָה
9	None	YW/	<untranslatable>	צַו
9	None	YM>/	thirsty	צָמֵא
9	None	QRB==/	fight	קְרָב
9	None	QRJT_>RB</	Kiriath Arba	קִרְיַת אַרְבַּע
9	None	QRJH/	city	קִרְיָה
9	None	QRB[	approach	קרב
9	None	R>M/	wild oxen	רְאֵם
9	None	R<JH/	girl friend	רַעְיָה
9	None	RZ/	secret	רָז
9	None	RMH=/	high place	רָמָה
9	None	RQD[	skip	רקד
9	None	RQM[	weave	רקם
9	None	C>LTJ>L/	Shealtiel	שְׁאַלְתִּיאֵל
9	None	CPJ/	track	שְׁפִי
9	None	CTJ/	texture	שְׁתִי
9	None	CBJH=/	captives	שִׁבְיָה
9	None	CKBH/	lying down	שִׁכְבָה
9	None	CBR=/	corn	שֶׁבֶר
9	None	CBT=/	inaction	שֶׁבֶת
9	None	CB<=/	Sheba	שֶׁבַע
9	None	CLX==/	Shelah	שֶׁלַח
9	None	C<CW<JM/	delight	שַׁעֲשׁוּעִים
9	None	CWBL/	Shobal	שֹׁובָל
9	None	CLC[	be three	שׁלשׁ
9	None	CMV[	let loose	שׁמט
9	None	CM<[	hear	שׁמע
9	None	CS<[	cleave	שׁסע
9	None	FM>LJ/	left-hand	שְׂמָאלִי
9	None	T<LH/	channel	תְּעָלָה
9	None	TMH[	be astounded	תָּמַהּ
9	None	TPT=/	Topheth	תֹּפֶת
9	None	TLL[	mock	תלל
8	None	>LJPLV/	Eliphelet	אֱלִיפֶלֶט
8	None	>GG/	Agag	אֲגַג
8	None	>DR=/	Adar	אֲדָר
8	None	>PQ/	Aphek	אֲפֵק
8	None	>JLT/	Elath	אֵילַת
8	None	>JTN=/	Ethan	אֵיתָן
8	None	>LJH=/	Elijah	אֵלִיָּה
8	None	>BN/	stone	אֶבֶן
8	None	>DR<J/	Edrei	אֶדְרֶעִי
8	None	>TMWL/	yesterday	אֶתְמֹול
8	None	>JLH/	doe	אַיָּלָה
8	None	>KZRJ/	cruel	אַכְזָרִי
8	None	>RB</	four	אַרְבַּע
8	None	>BJB/	ears	אָבִיב
8	None	>BL===/	mourning	אָבֵל
8	None	>DM===/	Adam	אָדָם
8	None	>NWC=/	incurable	אָנוּשׁ
8	None	>CWR=/	step	אָשׁוּר
8	None	>WNN/	Onan	אֹונָן
8	None	>MH=/	nation	אֻמָּה
8	None	>VM[	plug	אטם
8	None	BKRJ=/	Bicri	בִּכְרִי
8	None	BLVC>YR/	Belteshazzar	בֵּלְטְשַׁאצַּר
8	None	BQCH/	request	בַּקָּשָׁה
8	None	BR=/	field	בַּר
8	None	BYRH=/	Bozrah	בָּצְרָה
8	None	BWY/	byssus cloth	בּוּץ
8	None	GDRH/	heap of stones	גְּדֵרָה
8	None	GB<WNJ/	Gibeonite	גִּבְעֹונִי
8	None	GZRH=/	room	גִּזְרָה
8	None	GJL/	rejoicing	גִּיל
8	None	GLB</	Gilboa	גִּלְבֹּעַ
8	None	G>WT/	rise	גֵּאוּת
8	None	GRWN/	throat	גָּרֹון
8	None	GDD[	gather	גדד
8	None	GNN[	enclose	גנן
8	None	DJNH/	Dinah	דִּינָה
8	None	DLJT/	foliage	דָּלִית
8	None	DWD=/	cooking pot	דּוּד
8	None	DLL[	belittle	דלל
8	None	HBL=/	Abel	הֶבֶל
8	None	HLM[	strike	הלם
8	None	HSH[	be still	הסה
8	None	ZBD=/	Zabad	זָבָד
8	None	ZKH[	be clean	זכה
8	None	XV>H/	sin	חֲטָאָה
8	None	XNKH/	dedication	חֲנֻכָּה
8	None	XTJT/	terror	חִתִּית
8	None	XCB/	girdle	חֵשֶׁב
8	None	XWH/	tent camp	חַוָּה
8	None	XMN/	incense-stand	חַמָּן
8	None	XKMH/	wisdom	חָכְמָה
8	None	XRBH/	dry ground	חָרָבָה
8	None	XCWQ/	joint	חָשׁוּק
8	None	XMS[	treat violently	חמס
8	None	XRR[	be hot	חרר
8	None	XTR[	dig	חתר
8	None	VXRJM/	tumours	טְחֹרִים
8	None	VL>[	patch	טלא
8	None	JHWNDB/	Jehonadab	יְהֹונָדָב
8	None	JHWYDQ/	Jehozadak	יְהֹוצָדָק
8	None	JRXM>L/	Jerahmeel	יְרַחְמְאֵל
8	None	JCM<>LJ/	Ishmaelite	יִשְׁמְעֵאלִי
8	None	JFR>L/	Israel	יִשְׂרָאֵל
8	None	JXT/	Jahath	יַחַת
8	None	J<NH/	<uncertain>	יַעֲנָה
8	None	JTJR/	excessive	יַתִּיר
8	None	JBJN/	Jabin	יָבִין
8	None	JDJD/	beloved	יָדִיד
8	None	JKJN/	Jakin	יָכִין
8	None	JCN=/	old	יָשָׁן
8	None	JGH[	grieve	יגה
8	None	JPH[	be beautiful	יפה
8	None	JP<[	shine	יפע
8	None	JQD[	burn	יקד
8	None	JQD[	burn	יקד
8	None	JQC[	lay snares	יקשׁ
8	None	KBR=/	Kebar	כְּבָר
8	None	KMWC/	Chemosh	כְּמֹושׁ
8	None	KSWT/	covering	כְּסוּת
8	None	KBFH/	young ewe-lamb	כִּבְשָׂה
8	None	KPRJM/	atonement	כִּפֻּרִים
8	None	KTJJM/	Kittim	כִּתִּיִּים
8	None	KN	thus	כֵּן
8	None	KRMJ=/	Carmi	כַּרְמִי
8	None	KHN/	priest	כָּהֵן
8	None	KWRC/	Cyrus	כֹּורֶשׁ
8	None	KR=/	kor	כֹּר
8	None	K>B[	be in pain	כאב
8	None	KTB[	write	כתב
8	None	L<NH/	wormwood	לַעֲנָה
8	None	LWZ=/	Luz	לוּז
8	None	M>H/	hundred	מְאָה
8	None	MXLH=/	round dance	מְחֹלָה
8	None	MNXM/	Menahem	מְנַחֵם
8	None	M<NH/	hiding place	מְעֹנָה
8	None	MYWRH/	fortification	מְצוּרָה
8	None	MRJ>/	fatling	מְרִיא
8	None	MXJH/	life preservation	מִחְיָה
8	None	MPTN/	podium	מִפְתָּן
8	None	MR</	friend	מֵרֵעַ
8	None	MGD/	present	מֶגֶד
8	None	MXBRT/	junction	מַחְבֶּרֶת
8	None	MV<MJM/	savoury food	מַטְעַמִּים
8	None	MLBWC/	garment	מַלְבּוּשׁ
8	None	MLQWC/	spring-rain	מַלְקֹושׁ
8	None	MMR>=/	Mamre	מַמְרֵא
8	None	M<BRH/	ford	מַעְבָּרָה
8	None	M<KTJ/	Maacathite	מַעֲכָתִי
8	None	MPLT/	carcass	מַפֶּלֶת
8	None	MGWR/	horror	מָגֹור
8	None	MLWN/	sleeping place	מָלֹון
8	None	MNWS/	refuge	מָנֹוס
8	None	MWSRH/	band	מֹוסֵרָה
8	None	MWSD/	foundation	מֹוסָד
8	None	MLK=/	Moloch	מֹלֶךְ
8	None	MY/	chaff	מֹץ
8	None	MWCJ=/	Mushi	מוּשִׁי
8	None	MV>[	come	מטא
8	None	NXMJH/	Nehemiah	נְחֶמְיָה
8	None	NKX/	straight	נָכֹחַ
8	None	NW>[	forbid	נוא
8	None	NXT[	descend	נחת
8	None	N<L[	lock	נעל
8	None	N<M[	be pleasant	נעם
8	None	NTR[	run	נתר
8	None	SGLH/	property	סְגֻלָּה
8	None	SJG/	lead oxide	סִיג
8	None	S<R/	storm	סַעַר
8	None	SGWR/	hammered gold	סָגוּר
8	None	SHR/	prison	סֹהַר
8	None	SLQ[	go up	סלק
8	None	<DJH/	Adaiah	עֲדָיָה
8	None	<DLM/	Adullam	עֲדֻלָּם
8	None	<FJH/	Asaiah	עֲשָׂיָה
8	None	<NJN/	occupation	עִנְיָן
8	None	<GLWN/	Eglon	עֶגְלֹון
8	None	<ZMWT/	Azmaveth	עַזְמָוֶת
8	None	<JV/	bird of prey	עַיִט
8	None	<JR=/	steed	עַיִר
8	None	<QWB/	Akkub	עַקּוּב
8	None	<DH===/	Adah	עָדָה
8	None	<MR=/	cut grain	עֹמֶר
8	None	<PL/	Ophel	עֹפֶל
8	None	<ZJH/	Uzziah	עֻזִּיָּה
8	None	<BR=[	be angry	עבר
8	None	<DH[	adorn	עדה
8	None	<LY[	rejoice	עלץ
8	None	<NC[	fine	ענשׁ
8	None	<RB===[	be pleasing	ערב
8	None	PLCT/	Philistia	פְּלֶשֶׁת
8	None	PSGH/	Pisgah	פִּסְגָּה
8	None	PLK=/	district	פֶּלֶךְ
8	None	PY</	bruise	פֶּצַע
8	None	PWR/	lot	פּוּר
8	None	YPNJH/	Zephaniah	צְפַנְיָה
8	None	YB<WN/	Zibeon	צִבְעֹון
8	None	YHL[	cry	צהל
8	None	YWY[	blossom	צוץ
8	None	Y<D[	march	צעד
8	None	QDMJ>L/	Kadmiel	קַדְמִיאֵל
8	None	QW=/	<uncertain>	קַו
8	None	QRQ</	floor	קַרְקַע
8	None	QFQFT/	scale	קַשְׂקֶשֶׂת
8	None	QRXJ/	Korahite	קָרְחִי
8	None	QWY[	loath	קוץ
8	None	QJ>[	vomit	קיא
8	None	QJN[	chant elegy	קין
8	None	QCC[	collect	קשׁשׁ
8	None	RMJH=/	deceit	רְמִיָּה
8	None	RP>JM/	ghosts	רְפָאִים
8	None	RBRBNJN/	lords	רַבְרְבָנִין
8	None	RQJQ/	wafer	רָקִיק
8	None	RKK[	be tender	רכך
8	None	RMH=[	deceive	רמה
8	None	RQX[	mix	רקח
8	None	CKNJH/	Shecaniah	שְׁכַנְיָה
8	None	CLMJT/	Shelomith	שְׁלֹמִית
8	None	CN<R/	Shinar	שִׁנְעָר
8	None	CRJWN/	scaly mail	שִׁרְיֹון
8	None	CLH=/	Shelah	שֵׁלָה
8	None	CRBJH/	Sherebiah	שֵׁרֵבְיָה
8	None	CT==/	Seth	שֵׁת
8	None	CLWH/	ease	שַׁלְוָה
8	None	CRCRH/	chain	שַׁרְשְׁרָה
8	None	CLJW/	quiet	שָׁלֵיו
8	None	CMJR/	thorn-bush	שָׁמִיר
8	None	CPV=/	Shaphat	שָׁפָט
8	None	CWV/	whip	שֹׁוט
8	None	CBX[	praise	שׁבח
8	None	CWNMJ/	Shunammite	שׁוּנַמִּי
8	None	CLH[	be easy	שׁלה
8	None	CLV[	dominate	שׁלט
8	None	CNN[	sharpen	שׁנן
8	None	CRC[	root	שׁרשׁ
8	None	FB<==/	satiety	שָׂבָע
8	None	FB</	satiety	שֹׂבַע
8	None	FWKH=/	Socoh	שֹׂוכֹה
8	None	FBR[	examine	שׂבר
8	None	TLNWT/	murmuring	תְּלֻנֹּות
8	None	TNWK/	earlobe	תְּנוּךְ
8	None	TCWBH/	return	תְּשׁוּבָה
8	None	TJMNJ/	Temanite	תֵּימָנִי
8	None	TBL==/	Tubal	תֻּבַל
8	None	T>R[	turn	תאר
8	None	TWB[	return	תוב
7	None	>MWN/	faithful	אֱמוּן
7	None	>NWC==/	Enosh	אֱנֹושׁ
7	None	>SR/	inhibition	אֱסָר
7	None	>BJ<ZR/	Abiezer	אֲבִיעֶזֶר
7	None	>GP/	troop	אֲגַף
7	None	>DNJH/	Adonijah	אֲדֹנִיָּה
7	None	>XJN<M/	Ahinoam	אֲחִינֹעַם
7	None	>XZJH/	Ahaziah	אֲחַזְיָה
7	None	>XRNJT	backwards	אֲחֹרַנִּית
7	None	>NJ/	ship	אֳנִי
7	None	>KR/	farmer	אִכָּר
7	None	>LJW<JNJ/	Elioenai	אֶלְיֹועֵינַי
7	None	>LNTN/	Elnathan	אֶלְנָתָן
7	None	>LP/	cattle	אֶלֶף
7	None	>CT>L/	Eshtaol	אֶשְׁתָּאֹל
7	None	>WH/	desire	אַוָּה
7	None	>ZKRH/	memorial offering	אַזְכָּרָה
7	None	>RTXCST>/	Artaxerxes	אַרְתַּחְשַׁסְתְּא
7	None	>CPT/	ash pit	אַשְׁפֹּת
7	None	>HLJBMH/	<wife of Esau>	אָהֳלִיבָמָה
7	None	>SPRN>	exactly	אָסְפַּרְנָא
7	None	>CD/	slope	אָשֵׁד
7	None	>MH==/	clan	אֻמָּה
7	None	>BD[	perish	אבד
7	None	>WR==/	<oracle device>	אוּר
7	None	>WRJ/	Uri	אוּרִי
7	None	>ZL[	go	אזל
7	None	>KL[	eat	אכל
7	None	>PQ[	be strong	אפק
7	None	>CR[	walk straight	אשׁר
7	None	BNJN/	building	בִּנְיָן
7	None	BNWJ/	Binnui	בִּנּוּי
7	None	BJT_>WN/	Beth Aven	בֵּית אָוֶן
7	None	BLC>YR/	Belshazzar	בֵּלְשַׁאצַּר
7	None	BRKJH/	Berekiah	בֶּרֶכְיָה
7	None	BYJR/	vintage	בָּצִיר
7	None	BFMT/	Basemath	בָּשְׂמַת
7	None	B<R=[	be stupid	בער
7	None	BYR[	gather grapes	בצר
7	None	BQR[	attend to	בקר
7	None	GZH/	fleece	גִּזָּה
7	None	GJD/	sinew	גִּיד
7	None	GRGCJ/	Girgashite	גִּרְגָּשִׁי
7	None	GXL=/	charcoals	גַּחַל
7	None	GPRJT/	sulphur	גָּפְרִית
7	None	GWR/	whelp	גּוּר
7	None	G>H[	be high	גאה
7	None	GDP[	blaspheme	גדף
7	None	DRWR=/	release	דְּרֹור
7	None	DJCWN=/	Dishon	דִּישֹׁון
7	None	DK=	that	דָּךְ
7	None	D>G[	be afraid	דאג
7	None	DWR[	dwell	דור
7	None	DXH[	push	דחה
7	None	HJ>	she	הִיא
7	None	HJDD/	shouting	הֵידָד
7	None	HRN/	Haran	הָרָן
7	None	HLK[	go	הלך
7	None	Z>B/	wolf	זְאֵב
7	None	ZLPH/	Zilpah	זִלְפָּה
7	None	ZRT/	span	זֶרֶת
7	None	Z<WH/	terror	זַעֲוָה
7	None	ZQQ[	filter	זקק
7	None	XWJLH/	Havilah	חֲוִילָה
7	None	XZJR/	swine	חֲזִיר
7	None	XBL/	labour pains	חֵבֶל
7	None	XPR/	<son of Gilead>	חֵפֶר
7	None	XBR=/	company	חֶבֶר
7	None	XBWRH/	bruise	חַבּוּרָה
7	None	XJL/	strength	חַיִל
7	None	XX/	thorn	חָח
7	None	XWP/	shore	חֹוף
7	None	XL/	profane	חֹל
7	None	XR==/	hole	חֹר
7	None	XRJ/	Horite	חֹרִי
7	None	XWV/	thread	חוּט
7	None	XLL=[	pierce	חלל
7	None	VJRH/	encampment	טִירָה
7	None	VXN[	grind	טחן
7	None	JHWD/	Judaea	יְהוּד
7	None	JQR/	dignity	יְקָר
7	None	JRJMWT/	Jerimoth	יְרִימֹות
7	None	JCJMWN/	wilderness	יְשִׁימֹון
7	None	JRD/	Jered	יֶרֶד
7	None	JBQ/	Jabbok	יַבֹּק
7	None	JRMWT/	Jarmuth	יַרְמוּת
7	None	JHYH/	Jahzah	יָהְצָה
7	None	JWBB=/	<king>	יֹובָב
7	None	JWNDB/	Jonadab	יֹונָדָב
7	None	KNT/	colleague	כְּנָת
7	None	KNRT/	Kinnereth	כִּנֶּרֶת
7	None	KHH/	dim	כֵּהֶה
7	None	KSL=/	loin	כֶּסֶל
7	None	KRMLJ/	Carmelite	כַּרְמְלִי
7	None	KLL[	finish	כלל
7	None	LBB/	heart	לְבַב
7	None	LCN/	tongue	לִשָּׁן
7	None	L<DN/	Ladan	לַעְדָּן
7	None	L<G/	derision	לַעַג
7	None	LHN=	but	לָהֵן
7	None	LZ	this there	לָז
7	None	LV/	secrecy	לָט
7	None	LWVN/	Lotan	לֹוטָן
7	None	LQQ[	lick	לקק
7	None	MYWQH/	stress	מְצוּקָה
7	None	MRJBH=/	Meribah	מְרִיבָה
7	None	MRJWT/	Meraioth	מְרָיֹות
7	None	MCMH/	devastation	מְשַׁמָּה
7	None	MDJNJ/	Midianite	מִדְיָנִי
7	None	MJC>L/	Mishael	מִישָׁאֵל
7	None	MSKNWT/	storages	מִסְכְּנֹות
7	None	MRMS/	trampled land	מִרְמָס
7	None	MCLX/	undertaking	מִשְׁלָח
7	None	MHLL>L/	Mahalalel	מַהֲלַלְאֵל
7	None	MXCK/	dark place	מַחְשָׁךְ
7	None	MXCBT/	plan	מַחֲשֶׁבֶת
7	None	MLQWX/	what is taken	מַלְקֹוחַ
7	None	M<FJHW/	Maaseiah	מַעֲשֵׂיָהוּ
7	None	M>N/	vessel	מָאן
7	None	MNWX/	resting place	מָנֹוחַ
7	None	MRCH=/	Mareshah	מָרֵשָׁה
7	None	MWV/	bar	מֹוט
7	None	MW<YH/	counsel	מֹועֵצָה
7	None	MWRH/	teacher	מֹורֶה
7	None	M<D[	shake	מעד
7	None	MYH[	drain	מצה
7	None	NHJ/	lamentation	נְהִי
7	None	NRJH/	Neriah	נֵרִיָּה
7	None	NGP/	plague	נֶגֶף
7	None	NXT/	rest	נַחַת
7	None	NB/	Nob	נֹב
7	None	N<M/	kindness	נֹעַם
7	None	NP/	Memphis	נֹף
7	None	NCL[	draw off	נשׁל
